Query_SMILES	Query_ID	Analogues_SMILES	Analogues_ID	MGT_layer	ChemicalSpace	maccs	pharm2d
Cc1noc(C)c1C#N	mol_ID_1	Cc1noc(C)c1C#N	mol_ID_1	3rdMGT_fraghop	SpotX_std_scaffold.txt	1.00	1.00
C#Cc1cn[nH]c1	mol_ID_10	Clc1cn[nH]c1	mol_ID_9	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.76	1.00
C#Cc1cn[nH]c1	mol_ID_10	C#Cc1cn[nH]c1	mol_ID_10	3rdMGT_fraghop	SpotX_std_scaffold.txt	1.00	1.00
C#Cc1cn[nH]c1	mol_ID_10	Brc1cn[nH]c1	mol_ID_17	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.76	1.00
C#Cc1cn[nH]c1	mol_ID_10	C#Cc1ccn[nH]1	mol_ID_18	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.94	0.67
C#Cc1cn[nH]c1	mol_ID_10	Brc1ccn[nH]1	mol_ID_25	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.73	0.67
C#Cc1cn[nH]c1	mol_ID_10	Ic1cn[nH]c1	mol_ID_33	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.76	1.00
C#Cc1cn[nH]c1	mol_ID_10	Ic1ccn[nH]1	mol_ID_41	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.73	0.67
C#Cc1cn[nH]c1	mol_ID_10	C=Cc1cn[nH]c1	mol_ID_65	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.84	1.00
C#Cc1cn[nH]c1	mol_ID_10	C=Cc1ccn[nH]1	mol_ID_73	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.80	0.67
C[n+]1ccccc1Br	mol_ID_100	C[n+]1ccccc1Cl	mol_ID_54	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.92	1.00
C[n+]1ccccc1Br	mol_ID_100	C[n+]1ccccc1Br	mol_ID_100	3rdMGT_fraghop	SpotX_std_scaffold.txt	1.00	1.00
C[n+]1ccccc1Br	mol_ID_100	C=Cc1cccc[n+]1C	mol_ID_108	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.76	1.00
C[n+]1ccccc1Br	mol_ID_100	C#Cc1cccc[n+]1C	mol_ID_114	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.79	1.00
C[n+]1ccccc1Br	mol_ID_100	C[n+]1ccccc1I	mol_ID_142	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.92	1.00
C#Cc1c[n+](C)ccn1	mol_ID_101	C[n+]1ccnc(I)c1	mol_ID_98	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.80	1.00
C#Cc1c[n+](C)ccn1	mol_ID_101	C[n+]1ccnc(Br)c1	mol_ID_99	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.80	1.00
C#Cc1c[n+](C)ccn1	mol_ID_101	C#Cc1c[n+](C)ccn1	mol_ID_101	3rdMGT_fraghop	SpotX_std_scaffold.txt	1.00	1.00
C#Cc1c[n+](C)ccn1	mol_ID_101	C[n+]1ccnc(Cl)c1	mol_ID_122	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.80	1.00
C#Cc1c[n+](C)ccn1	mol_ID_101	C=Cc1c[n+](C)ccn1	mol_ID_126	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.87	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C=Cc1cnc[n+](C)c1	mol_ID_102	3rdMGT_fraghop	SpotX_std_scaffold.txt	1.00	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C[n+]1cncc(Br)c1	mol_ID_103	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.77	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C[n+]1cncc(Cl)c1	mol_ID_123	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.77	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C#Cc1cnc[n+](C)c1	mol_ID_134	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.87	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C[n+]1cncc(I)c1	mol_ID_143	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.77	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C=Cc1cnc[n+](C)c1	mol_ID_102	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.77	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C[n+]1cncc(Br)c1	mol_ID_103	3rdMGT_fraghop	SpotX_std_scaffold.txt	1.00	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C[n+]1cncc(Cl)c1	mol_ID_123	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.92	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C#Cc1cnc[n+](C)c1	mol_ID_134	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.80	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C[n+]1cncc(I)c1	mol_ID_143	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.92	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(I)c[n+]1C	mol_ID_79	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.71	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc[n+](C)c1Br	mol_ID_80	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.93	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(Br)[n+](C)c1	mol_ID_81	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.90	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc[n+](C)c1Cl	mol_ID_104	3rdMGT_fraghop	SpotX_std_scaffold.txt	1.00	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	C#Cc1cc[n+](C)n1C	mol_ID_105	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.62	0.50
Cn1cc[n+](C)c1Cl	mol_ID_104	C=Cc1cc[n+](C)n1C	mol_ID_106	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.60	0.50
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1c(Br)cc[n+]1C	mol_ID_107	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.71	0.50
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(I)[n+](C)c1	mol_ID_111	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.90	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(Br)c[n+]1C	mol_ID_124	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.71	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	C#Cc1cn(C)[n+](C)c1	mol_ID_125	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.62	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(Cl)c[n+]1C	mol_ID_131	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.76	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc[n+](C)c1I	mol_ID_137	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.93	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(Cl)[n+](C)c1	mol_ID_138	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.97	1.00
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc(I)c[n+]1C	mol_ID_79	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.83	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc[n+](C)c1Br	mol_ID_80	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.62	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc(Br)[n+](C)c1	mol_ID_81	3rdMGT_fraghop	SpotX_std_scaffold.txt	0.64	0.50
