Query_SMILES	Query_ID	Analogues_SMILES	Analogues_ID	MGT_layer	ChemicalSpace	maccs	pharm2d
C#Cc1c[n+](C)ccn1	mol_ID_101	C[n+]1ccnc(Br)c1	mol_ID_99	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.80	1.00
C#Cc1c[n+](C)ccn1	mol_ID_101	C#Cc1c[n+](C)ccn1	mol_ID_101	2ndMGT_scafhop	SpotX_std_scaffold.txt	1.00	1.00
C#Cc1c[n+](C)ccn1	mol_ID_101	C[n+]1ccnc(Cl)c1	mol_ID_122	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.80	1.00
C#Cc1c[n+](C)ccn1	mol_ID_101	C=Cc1c[n+](C)ccn1	mol_ID_126	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.87	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C=Cc1cnc[n+](C)c1	mol_ID_102	2ndMGT_scafhop	SpotX_std_scaffold.txt	1.00	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C[n+]1cncc(Br)c1	mol_ID_103	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.77	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C[n+]1cncc(Cl)c1	mol_ID_123	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.77	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C#Cc1cnc[n+](C)c1	mol_ID_134	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.87	1.00
C=Cc1cnc[n+](C)c1	mol_ID_102	C[n+]1cncc(I)c1	mol_ID_143	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.77	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C=Cc1cnc[n+](C)c1	mol_ID_102	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.77	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C[n+]1cncc(Br)c1	mol_ID_103	2ndMGT_scafhop	SpotX_std_scaffold.txt	1.00	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C[n+]1cncc(Cl)c1	mol_ID_123	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.92	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C#Cc1cnc[n+](C)c1	mol_ID_134	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.80	1.00
C[n+]1cncc(Br)c1	mol_ID_103	C[n+]1cncc(I)c1	mol_ID_143	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.92	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(I)c[n+]1C	mol_ID_79	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.71	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc[n+](C)c1Br	mol_ID_80	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.93	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(Br)[n+](C)c1	mol_ID_81	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.90	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc[n+](C)c1Cl	mol_ID_104	2ndMGT_scafhop	SpotX_std_scaffold.txt	1.00	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	C#Cc1cc[n+](C)n1C	mol_ID_105	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.62	0.50
Cn1cc[n+](C)c1Cl	mol_ID_104	C=Cc1cc[n+](C)n1C	mol_ID_106	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.60	0.50
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1c(Br)cc[n+]1C	mol_ID_107	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.71	0.50
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(I)[n+](C)c1	mol_ID_111	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.90	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	C[n+]1ccoc1I	mol_ID_119	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.69	0.50
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(Br)c[n+]1C	mol_ID_124	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.71	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	C#Cc1cn(C)[n+](C)c1	mol_ID_125	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.62	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cc1o[n+](C)c(C)c1I	mol_ID_127	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.57	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	C#CCn1cc[n+](C)c1	mol_ID_128	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.59	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	C[n+]1csc(Br)c1	mol_ID_130	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.59	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(Cl)c[n+]1C	mol_ID_131	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.76	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc[n+](C)c1I	mol_ID_137	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.93	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	Cn1cc(Cl)[n+](C)c1	mol_ID_138	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.97	1.00
Cn1cc[n+](C)c1Cl	mol_ID_104	C[n+]1ccsc1Br	mol_ID_139	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.71	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc(I)c[n+]1C	mol_ID_79	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.83	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc[n+](C)c1Br	mol_ID_80	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.62	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc(Br)[n+](C)c1	mol_ID_81	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.64	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc[n+](C)c1Cl	mol_ID_104	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.62	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	C#Cc1cc[n+](C)n1C	mol_ID_105	2ndMGT_scafhop	SpotX_std_scaffold.txt	1.00	1.00
C#Cc1cc[n+](C)n1C	mol_ID_105	C=Cc1cc[n+](C)n1C	mol_ID_106	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.89	1.00
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1c(Br)cc[n+]1C	mol_ID_107	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.83	1.00
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc(I)[n+](C)c1	mol_ID_111	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.64	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc(Br)c[n+]1C	mol_ID_124	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.83	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	C#Cc1cn(C)[n+](C)c1	mol_ID_125	2ndMGT_scafhop	SpotX_std_scaffold.txt	1.00	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cc1o[n+](C)c(C)c1I	mol_ID_127	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.58	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	C#CCn1cc[n+](C)c1	mol_ID_128	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.55	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc(Cl)c[n+]1C	mol_ID_131	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.83	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc[n+](C)c1I	mol_ID_137	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.62	0.50
C#Cc1cc[n+](C)n1C	mol_ID_105	Cn1cc(Cl)[n+](C)c1	mol_ID_138	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.64	0.50
C=Cc1cc[n+](C)n1C	mol_ID_106	Cn1cc(I)c[n+]1C	mol_ID_79	2ndMGT_scafhop	SpotX_std_scaffold.txt	0.81	0.50
